topic,timestamp,title,docs
4,2023-9-14,Đường nối Đà Lạt - Nha Trang sạt lở - VnExpress,trận mưa đoạn quốc_lộ c thôn xã_đạ_sar sạt_lở đoạn sâu đường kéo toàn_bộ đất_đá mặt đường_nhựa taluy_âm sạt_lở sâu kéo_dài ghi_nhận xã đạ_chais sở giao_thông vận_tải lâm_đồng bố_trí tỷ đồng khắc_phục sạt_lở quốc_lộ c dự_kiến hoàn_thành quốc_lộ c km tuyến huyết_mạch nối lâm_đồng khánh_hòa tỉnh miền trung_miền_bắc tuyến đường du_khách ôtô nối đà_lạt nha_trang tuyến đèo_khánh_lê thường_xuyên xảy sạt_lở mùa mưa sạt_lở sụt lún xảy lâm_đồng trận mưa kéo_dài hôm đất_đá đèo bảo_lộc tràn vùi lấp trạm cảnh_sát giao_thông madagui tử_vong trường_hà khánh_hương
1,2023-9-14,Anh hùng gùi 179 tấn vũ khí trên đường Trường Sơn qua đời - VnExpress,chính_quyền huyện_a_lưới tổ_chức tang_lễ anh_hùng lực_lượng_vũ_trang nhân_dân hồ a_nun nhà_riêng xã hồng_bắc huyện_a_lưới nun qua_đời tuổi_cao_sức_yếu dân_tộc pa kô hồ a_nun em_trai anh_hùng lực_lượng_vũ_trang hồ kan_lịch cháu trai anh_hùng lực_lượng_vũ_trang nhân_dân hồ_đức_vai năm_tuổi hồ a_nun liên_lạc cách_mạng năm_tuổi tình_nguyện tham_gia vận_chuyển hàng tuyến đường trường_sơn huyện_a_lưới hoàn_thành nhiệm_vụ hàng tuyến đường quảng_trị quảng_nam xung_phong tuyến vận_tải khu_ tham_gia gùi thồ hàng chiến_trường hồ_a_nun gùi vũ_khí tương_đương đoàn xe chiến_lược lương_thực đạn_dược gùi kg quãng đường km đất_nước thống_nhất hồ a_nun trở xã hồng_bắc huyện_a_lưới sinh_sống võ_thạnh
2,2023-9-14,Hà Nội muốn đường sắt tốc độ cao Bắc Nam xuất phát từ ga Ngọc Hồi - VnExpress,ubnd tp hà_nội trả_lời giao_thông vận_tải hướng tuyến nhà_ga depot trạm bảo_dưỡng dự_án đường_sắt tốc_độ bắc_nam đoạn hà_nội đề_xuất giao_thông vận_tải tuyến đường_sắt tốc_độ bắc_nam xuất_phát ga hà_nội lãnh_đạo hà_nội thẩm_tra thẩm_định báo_cáo nghiên_cứu tiền_khả_thi dự_án thành_phố thống_nhất hướng tuyến đường_sắt tốc_độ ga_ngọc_hồi nam mở_rộng tổ_hợp ga tích_hợp nhà_ga depot trạm bảo_dưỡng tuyến đường_sắt đô_thị đường_sắt quốc_gia tốc_độ ubnd tp hà_nội phương_án hạ_tầng đường_sắt tốc_độ bắc_nam tuyến đường_sắt đô_thị yên_viên ngọc hồi tổ_chức vận_tải ga_hà_nội định_hướng quy_hoạch mạng_lưới đường_sắt thủ_tướng phê_duyệt hà_nội tương_lai đô_thị_vệ tinh_phú xuyên quy_mô dân_số hình_thành cảng_hàng_không hai thủ_đô nội_bài công_suất dự_kiến triệu hành_khách trung_tâm nam thủ_đô khai_thác hai ga phú xuyên ngọc_hồi ảnh_hưởng khả_năng vận_hành tuyến hà_nội đề_xuất giao_thông vận_tải nghiên_cứu bổ_sung ga đường_sắt tốc_độ khu_vực đô_thị_vệ tinh_phú xuyên nam hà_nội kết_nối cảng_hàng_không_hà_nội_ hà_nội đề_nghị giao_thông vận_tải xác_định quy_mô diện_tích phạm_vi mở_rộng tổ_hợp ga_ngọc_hồi thành_phố bổ_sung cập_nhật quy_hoạch đẩy tiến_độ nghiên_cứu lập dự_án tuyến đường_sắt vành_đai đông bàn_giao quỹ đất cơ_sở_vật_chất tuyến đường xuyên tâm_yên_viên ngọc_hồi thành_phố đầu_tư xây_dựng tuyến đường_sắt đô_thị hồi giao_thông vận_tải ý_kiến phương_án hướng tuyến quy_mô nhà_ga trạm bảo_dưỡng dự_án đường_sắt tốc_độ hà_nội đề_xuất tuyến đường_sắt tốc_độ bắc_nam xuất_phát ga_hà_nội tàu đoạn ga ngọc_hồi ga_hà_nội tốc_độ tàu đô_thị tư_vấn quy_hoạch mạng_lưới đường_sắt tốc_độ bố_trí ga đầu ngọc_hồi nam trung_tâm tp hà_nội km hấp_dẫn thu_hút hành_khách bắc sông_hồng tư_vấn kiến_nghị hành_lang đường_sắt ngọc_hồi ga hà_nội nghiên_cứu khai_thác tàu tốc_độ quy_hoạch mạng_lưới đường_sắt thời_kỳ tầm thủ_tướng phê_duyệt tuyến đường_sắt tốc_độ bắc_nam ga ngọc_hồi ga_thủ_thiêm km đường_sắt đôi khổ mm ga_ngọc_hồi đầu tuyến đường_sắt quốc_gia đường_sắt đô_thị ga hà_nội ga đường_sắt đô_thị phục_vụ tuyến đường_sắt đô_thị ngọc_hồi yên_viên
4,2023-9-14,Hai học sinh bị chó becgie tấn công - VnExpress,chiều_qua hai học_sinh lớp trường tiểu_học nguyễn_thị_minh khai_phường_nghĩa_đức tan_học khu_vực cổng trường bố_mẹ đón chó kg xông cắn học_sinh chó cắn miệng rách sâu môi môi cằm hiện tp_hcm điều_trị hồi đứa trẻ an_giang bị_thương chó becgie cắn_xé cụ bình_dương nằm võng nghỉ_ngơi chó pitbull gia_đình lao cắn tử_vong chủ nuôi hình_sự chó cắn thương_tích tỷ_lệ ngọc_oanh
3,2023-9-14,Lãnh đạo Chính phủ mặc niệm nạn nhân tử vong vụ cháy chung cư mini - VnExpress,h thủ_tướng phạm_minh_chính hiện_trường vụ cháy chung_cư mini phố khương_hạ thanh_xuân hà_nội cơ_quan_chức_năng kịp_thời gia_đình nạn_nhân kinh_tế tinh_thần nghiên_cứu hoàn_thiện quy_định phòng cháy chữa_cháy chung_cư mini khu_vực đông dân_cư cơ_quan_chức_năng tp_hà_nội xác_định tử_vong trẻ_em chủ nghiêm_quang_minh trú_quận_cầu_giấy sai_phạm giấy_phép xây_dựng ubnd_quận_thanh_xuân xây tầng lửng tum tổng chiều tum_thang diện_tích sàn minh khởi_tố tạm giam tội vi_phạm quy_định phòng cháy chữa_cháy bộ_luật_hình_sự trận lũ_quét sạt_lở đất tối thị_xã_sa_pa chết mất_tích bị_thương ước_tính thiệt_hại kinh_tế tỷ đồng tỉnh_lào_cai ban_bố khẩn_cấp thiên_tai thị_xã
0,2023-9-14,"Ôtô tông chết người, kéo lê xe đạp điện gần 5 km - VnExpress",tối thọ phường đông_thọ tp thanh_hóa lái_xe chỗ đường cán cờ phường_long_anh hướng trung_tâm thành_phố trung_tâm khu công_nghiệp_hoàng long ôtô tông trúng xe_đạp điện nguyễn_thị_hương huyện hoằng_hóa điều_khiển chạy chiều cú đâm hương văng đường tử_vong tại_chỗ tai_nạn tài_xế thọ dừng giải_quyết lái_xe chạy kéo lê xe_đạp điện cung đường người_dân bức_xúc truy_đuổi khu công_nghiệp tây_bắc ga hiện_trường km chặn thọ thông_báo cơ_quan công_an cảnh_sát kiểm_tra nồng_độ cồn tài_xế thọ kết_quả mg lít khí thở hiện công_an_tp_thanh_hóa tạm phương_tiện điều_tra nguyên_nhân
5,2023-9-14,Tự ý san ủi rừng thông khu du lịch quốc gia ở Đà Lạt - VnExpress,ghi_nhận rừng thông tiểu_khu b phường tp đà lạt xe_cơ_giới san_gạt tường đất hình_thành đường rộng chạy phân_khu chức_năng dự_án sát mép hồ tuyền lâm_nối đường hoa_hồng khu_du_lịch_quốc_gia_hồ_tuyền_lâm công_ty tnhh đất việt đà_lạt tỉnh lâm_đồng phép đầu_tư dự_án nghỉ_dưỡng sinh_thái cao_cấp diện_tích đất ha khu_du_lịch_quốc_gia_hồ_tuyền_lâm ban_quản_lý_khu_du_lịch_quốc_gia_hồ_tuyền_lâm cho_phép doanh_nghiệp kéo lưới_điện ngầm tạm thi_công dự_án tác_động rừng tự_nhiên công_trình hạ_tầng khu_vực nguyễn_hoàng_long chủ_tịch hội_đồng thành_viên công_ty tnhh đất việt đà_lạt đường điện_lực tạm kéo_cáp công_trình hoàn_thành kéo điện san_lấp hiện_trạng cũ long chính_quyền doanh_nghiệp tạm dừng thi_công di_dời thiết_bị công_trình long doanh_nghiệp phép đường dự_án đường thủy hồ_tuyền_lâm hồi doanh_nghiệp đề_nghị song ubnd_tỉnh_lâm_đồng rà_soát dự_án xem_xét mở_đường mở_đường trái quy_định ubnd tỉnh lâm_đồng giao ubnd tp đà_lạt khu_du_lịch_quốc_gia_hồ_tuyền_lâm kiểm_tra trách_nhiệm tổ_chức hồ_tuyền_lâm thủ_tướng công_nhận khu du_lịch quốc_gia khu du_lịch tổng diện_tích quy_hoạch ha nằm địa_bàn phường tp đà_lạt huyện_đức_trọng doanh_nghiệp đầu_tư loại_hình tham_quan dã_ngoại nghỉ_dưỡng cao_cấp sân golf thể_thao mạo_hiểm du_lịch tâm_linh trường_hà khánh_hương
6,2023-9-14,Thượng tướng Nguyễn Chí Vịnh qua đời - VnExpress,sinh hà_nội lý_lịch chính_thức ghi sinh khai nhập ngũ_tướng nguyễn_chí vịnh quê thừa_thiên_huế gsts chuyên_ngành quan_hệ quốc_tế ủy_viên trung_ương đảng_khóa trai đại_tướng nguyễn_chí_thanh cố chủ_nhiệm tổng_cục_chính_trị_quân_đội_nhân_dân_việt_nam nguyễn_chí_vịnh tốt_nghiệp trường sĩ_quan chỉ_huy kỹ_thuật thông_tin trường_đại_học_thông_tin_liên_lạc quân_hàm trung_úy cán_bộ đặc_cách gửi học_tập liên_xô từ_chối chiến_trường campuchia trung_úy nguyễn_chí_vịnh đoàn tình_báo nhiệm_vụ chiến_trường campuchia trưởng_thành cương_vị công_tác ngành tình_báo quốc_phòng bổ_nhiệm phó tổng_cục trưởng tổng_cục tình_báo quốc_phòng chức tổng_cục trưởng tình_báo quốc_phòng trung_tướng nguyễn_chí_vịnh bổ_nhiệm chức_vụ thứ_trưởng quốc_phòng kiêm tổng_cục trưởng tổng_cục_tình_báo_quốc_phòng kiêm_nhiệm chức_vụ tổng_cục trưởng tổng_cục tình_báo quốc_phòng toàn_tâm trọng_trách thứ_trưởng quốc_phòng phụ_trách đối_ngoại quân_đội_nhân_dân_việt_nam dần mũi chủ_công thế_trận bảo_vệ tổ_quốc thời_bình biện_pháp hòa_bình thượng_tướng nguyễn_chí_vịnh phát_biểu công_khai chính_sách quốc_phòng việt_nam liên_minh liên_kết chống kia căn_cứ_quân_sự việt_nam tham_mưu quân_ủy trung_ương quốc_phòng xây_dựng cảng quốc_tế cam_ranh hoạt_động biểu_tượng chính_sách quốc_phòng việt_nam liên_minh quân_sự chống kia nước_ngoài căn_cứ_quân_sự việt_nam chống vũ_lực đe_dọa hòa_bình quan_hệ quốc_tế thứ_trưởng quốc_phòng vịnh đóng_góp thúc_đẩy đối_ngoại quốc_phòng việt_nam phát_triển cử lực_lượng tham_gia gìn_giữ hòa bình liên_hợp_quốc tổ_chức chuỗi hội_nghị quốc_phòng quân_sự asean công_thức đối_ngoại thành_công hai thắng sâu_sắc tầm quan_hệ láng_giềng biên_giới tướng vịnh tham_mưu quốc_phòng việt_nam bộ_quốc_phòng_trung_quốc tổ_chức thành_công giao_lưu hữu_nghị quốc_phòng biên_giới thứ_trưởng quốc_phòng cơ_chế hợp_tác nâng bộ_trưởng quốc_phòng diễn hằng đột_phá quan_hệ quốc_phòng việt_nam trung_quốc quan_hệ hai thượng_tướng nguyễn_chí_vịnh thường_xuyên lên_tiếng gai_góc nước_lớn tôn_trọng luật_chơi asean buộc việt_nam bắt việt_nam độc_lập tự_chủ giành độc_lập sức vịnh trả_lời vnexpress biển đông quân_đội việt_nam nhà_lãnh_đạo tội đất_nước quân_đội coi biển_đông sống_còn thượng_tướng nguyễn_chí_vịnh dám tướng quân hàm_tướng ghi_nhận công_lao đóng_góp thượng_tướng nguyễn_chí_vịnh_đảng nhà_nước trao_tặng phần_thưởng cao_quý huân_chương quân công_hạng nhì huân_chương chiến_công_hạng nhì huân_chương độc_lập hạng huy_hiệu năm_tuổi đảng thượng_tướng nguyễn_chí_vịnh trao_tặng huân_chương bảo_vệ tổ_quốc_hạng campuchia huân_chương hoàng_gia sahametrei mohaséreivath đại_thập campuchia huân_chương hữu_nghị liên_bang nga huân_chương antonio maceo nhà_nước cộng hòa cuba huân_chương mặt_trời mọc nhật_bản
2,2023-9-14,Vinhomes muốn bàn giao đường ven sông cho TP HCM - VnExpress,nội_dung nêu công_văn công_ty cổ_phần vinhomes chủ đầu_tư gửi ubnd_tp_hcm tiến_hành thủ_tục tiếp_nhận quản_lý tuyến đường tuyến dd đường nội_bộ khu dân_cư vinhomes central_park nằm ven sông_sài_gòn trung_tâm thành_phố liền kề_đoạn tuyến ven sông đầu_tư hoàn_thiện dự_án saigon_pearl_vinhomes bàn_giao tuyến đường tp hcm tuân_thủ trách_nhiệm chủ đầu_tư quyết_định chính_quyền thành_phố chấp_thuận triển_khai dự_án vinhomes central_park khu_phức_hợp_tân_cảng_sài_gòn triển_khai dự_án thành_phố giao_vinhomes thi_công tuyến đường công_viên cây_xanh vườn hoa lập hồ_sơ hoàn_công quản_lý bảo_trì bàn_giao cơ_quan chuyên_ngành chính_quyền thành_phố giao sở ngành rà_soát cung_cấp hồ_sơ pháp_lý khu_vực tính_toán kết_nối giao_thông đồng_bộ đường ven sông_sài_gòn sở tài_nguyên môi_trường dựa pháp_lý đất hai khu dân_cư vinhomes_saigon_pearl quy_định chủ đầu_tư hoàn_chỉnh hệ_thống giao_thông bàn_giao đường ven sông cơ_quan quản_lý hạ_giang
5,2023-9-14,Đà Nẵng giải bài toán ngập úng đô thị - VnExpress,diện_tích tự_nhiên km tỉnh quảng_nam kế nằm ven sông ven biển lý_thuyết đà_nẵng khả_năng ngập kéo_dài mưa chiều_tối mưa mm hai hàng_loạt khu_vực tuyến đường trung_tâm thành_phố lê duẩn_hùng vương_hàm_nghi ngập sâu hàng trăm xe chết máy dọc đường bì_bõm dắt nhà_lãnh_đạo sở xây_dựng sở tài_nguyên môi_trường chuyên_gia quy_hoạch ngập_úng đà_nẵng nguyên_nhân khách_quan mưa triều_cường dâng hệ_thống thoát chỉnh_trang đô_thị đầu_tư chắp_vá đồng_bộ tổng rà_soát ngập_úng khắc_phục ngập_úng mùa mưa lãnh_đạo sở xây_dựng công_ty thoát nước_thải kiểm_tra cửa thu hệ_thống cống thoát mưa ngã tư hoàng_hoa thám_giao lê duẩn_quận_thanh_khê nguyên_nhân ngập_úng chiều_tối võ hà_phó giám_đốc sở xây_dựng ví_điểm ngập hoàng_hoa_thám tương_tự đà_lạt khu_vực vốn địa_hình dọc tuyến đường lê_duẩn hoàng_hoa_thám nâng_cấp cửa thu đứng mưa thoát kịp công_ty thoát nước_thải khu_vực hướng thoát tuyến cống_hoàng hoa_thám ông_ích_khiêm mực cống hoàng_hoa_thám hạ_tầng ngầm cống nguyên_nhân ảnh_hưởng khả_năng thoát trước_mắt sở xây_dựng công_ty cắt cử trực khơi thông thoát vệ_sinh cửa thu khu_vực hoàng_hoa_thám vận_động người_dân vật_dụng che_chắn cửa thu mùa khô cửa thu mùi hôi người_dân chặn thu_gom rác trời mưa võ_tấn_hà ngập_úng nêu sở thống_kê địa_bàn thành_phố thường_xuyên ngập kéo_dài phối_hợp ubnd quận_huyện ban quản_lý dự_án công_ty thoát nước_thải rà_soát toàn_bộ ngập_úng trận mưa nghiên_cứu đề_xuất giải_pháp thoát giải_quyết căn_cơ ngập_úng đô_thị địa_bàn thành_phố hà xây_dựng bản_đồ theo_dõi mưa ngập văn_bản tham_mưu ubnd_tp_đà_nẵng sở xây_dựng đề_xuất thành_phố giao_ban quản_lý dự_án đầu_tư cơ_sở_hạ_tầng ưu_tiên tổ_chức lập quy_hoạch cao_độ thoát mặt phối_hợp tư_vấn xây_dựng bản_đồ ngập_úng hệ_thống cảnh_báo ngập_úng địa_bàn thành_phố võ hà thành_phố phát_triển ứng_dụng công_dân_số danang_smart_city đầu công_ty thoát nước_thải nạo_vét bùn thành_phố thi_công dự_án thoát thường_xuyên ngập kéo_dài đầu_tư dự_án thoát khu_vực quanh sân_bay_bay_quốc_tế cải_tạo tuyến cống thoát khu_vực nội_đô sở xây_dựng giải_pháp trước_mắt hiệu nạo_vét khơi thông dòng_chảy kênh_mương cửa thu dân thoát tối_đa bố_trí nhân_lực thường_xuyên trạm bơm chống ngập tình_huống kịp_thời máy_bơm di_động ngập_úng cục_bộ khu dân_cư thấp_trũng lâu_dài đà_nẵng rà_soát cập_nhật điều_chỉnh kế_hoạch quản_lý phát_triển hệ_thống thoát toàn thành_phố xây_dựng kịch_bản ứng_phó ngập_úng đô_thị tăng_cường chủ_động ứng_phó khắc_phục ngập_úng xảy mưa hà
4,2023-9-14,"Gần 7 tấn cá chết nổi trắng kênh, hồ - VnExpress",cá chết nổi kênh đa_cô phường hòa khánh_nam hồ điều_tiết hòa_phú phường hòa_minh quận_liên_chiểu mưa chiều_tối kênh thoát đa_cô hồ điều_tiết hòa_phú gọi hồ liên_chiểu nối_liền thu_gom nước_thải khu_vực bãi rác khánh_sơn khu dân_cư lê_trọng kênh hòa_mỹ trạm chảy vịnh đà_nẵng kênh_phú_lộc huỳnh_trung_nhân phó giám_đốc công_ty thoát nước_thải đà_nẵng cử hàng chục nhân_viên vớt cá chôn_lấp môi_trường hồ_hòa_phú mẫu phân_tích nguyên_nhân cá chết hồ hòa_phú kênh_đa_cô hôm_nay công_nhân thu_gom cá sót hồi cá chết kênh_đa_cô khối_lượng kg công_ty thoát nước_thải nhận_định nguyên_nhân mưa môi_trường đột_ngột
3,2023-9-14,Rà soát toàn bộ chung cư mini - VnExpress,tối công_điện gửi cục cảnh_sát phòng cháy chữa_cháy cứu nạn cứu_hộ công_an địa_phương bộ_công_an kiểm_tra rà_soát cơ_sở dịch_vụ thuê trọ mật_độ đại_bàn kịp_thời phát_hiện vi_phạm trả_lời báo_chí hiện_trường vụ cháy chung_cư mini tầng ngách phố khương_hạ thanh_xuân bí_thư thành ủy hà_nội đinh_tiến_dũng thành_phố sự_cố nghiêm_trọng bí_thư hà_nội bước_đầu xác_định chung_cư mini cháy sổ_đỏ tòa căn_hộ sổ_đỏ vũ_ngọc vụ trưởng khoa_học công_nghệ môi_trường bộ_xây_dựng bộ_xây_dựng kiểm_tra hiện_trường rà_soát bất_cập thiết_kế chung_cư mini cháy phép xây_dựng chung_cư mini hiện địa_phương kiểm_tra phân_cấp ngọc_anh người_dân phép riêng_lẻ chuyển_đổi công_năng ngăn_thành căn_hộ bộ_xây_dựng nghiên_cứu siết chặt phép xây riêng_lẻ cao_tầng chấn_chỉnh bùi_xuân_thái chuyên_gia hiệp_hội_phòng_cháy_chữa_cháy_và_cứu_hộ_cứu_nạn chung_cư mini ban_đầu phép xây_dựng riêng_lẻ tiêu_chuẩn phòng cháy chữa_cháy lỏng_lẻo chuyển_đổi công_năng thành căn_hộ thuê mật_độ cư_dân đông_đúc hiệp_hội bất_động_sản tp hcm horea kiến_nghị sửa_đổi luật hướng siết lách luật hợp_thức hóa chung_cư mini nhà_nước công_nhận quyền_sở_hữu căn_hộ chủ đầu_tư xây_dựng tràn_lan chung_cư mini thành_phố phá vỡ quy_hoạch phát_triển đô_thị mỹ_quan văn_bản kiến_nghị horea gửi bộ_xây_dựng cảnh_báo chung_cư mini an_toàn phòng cháy chữa_cháy tiện_ích dịch_vụ phục_vụ cư_dân hà_nội chung_cư mini_thường quy_mô tầng nằm xen_kẽ khu mật_độ dân_cư lao_động học_sinh sinh_viên đông_đúc thanh_xuân hoàng_mai bắc liêm_nam liêm sở xây_dựng văn_bản đề_nghị quận_huyện thống_kê số_lượng chung_cư mini địa_bàn quản_lý hà_nội công_bố số_lượng vụ cháy chung_cư mini khương_hạ ghi_nhận thương_vong chết bị_thương vụ cháy trung_tâm thương_mại quốc_tế itc tp_hcm chết bị_thương võ_hải đoàn_loan
2,2023-9-14,"Hơn 16.000 tỷ đồng làm 5,3 km Vành đai 2 TP HCM - VnExpress",kiến_nghị sở giao_thông vận_tải gửi ubnd_tp_hcm hoàn_thiện vành_đai chưa_thể khép_kín đoạn vành_đai_ khu nam thành_phố khái_toán chi_phí đầu_tư tỷ đồng dự_án bao_gồm xây cầu phú_định tơ hầm chui đường kinh_dương vương_cầu_vượt tuyến võ_văn kiệt_nguyễn_văn_linh đường song_hành bối_cảnh ngân_sách trung_hạn bố_trí sở giao_thông vận_tải đề_xuất chia tuyến thành hai giai_đoạn đầu_tư đoạn đường võ_văn_kiệt nguyễn_văn_linh km kinh_phí tỷ đồng đền_bù giải_tỏa đoạn chiếm tỷ xây cầu phù_định tơ cầu_vượt tuyến nguyễn_văn_linh đường song_hành đoạn đường hoàn_thành hướng kết_nối bình_tân nam thành_phố thông_qua cầu_phú_định_trục giúp ùn_tắc quốc_lộ_ năng_lực giao_thương hàng hóa khu_vực hai km đoạn quốc_lộ đường_võ_văn_kiệt ngành giao_thông thành_phố đề_xuất giai_đoạn tổng đầu_tư tỷ đồng kinh_phí giải_phóng mặt_bằng tỷ đồng kinh_phí xây hầm chui đường kinh_dương vương_cầu_vượt đại_lộ_võ_văn_kiệt đường song_hành đoạn đoạn vành_đai tp hcm tp_thủ_đức đoạn km đường phạm_văn_đồng nút giao gò_dưa triển_khai hình_thức bt dang_dở_đoạn tổng chiều km kết_nối cầu phú_hữu đường_phạm_văn_đồng đầu_tư gia_minh
3,2023-9-13,Hai giờ đối mặt với 'giặc lửa' ở chung cư mini - VnExpress,h ngô phó điền_tuổi trực bảo_vệ chung_cư mini ngõ phố khương hạ_quận_thanh_xuân phát_hiện ổ_điện tầng bốc cháy dương_quyết_thắng vợ trần_thị_thanh_hương căn_hộ chốn an_cư gia_đình trẻ thuê trọ hà_nội gia_đình thắng ngủ tiếng hô báo cháy dựng vợ_con dậy quyết_định gái dương_thùy linh_tuổi em_trai dương_khánh_thiện chạy tầng thượng hy_vọng hai đứa trẻ chạy ngạt_khói chờ cảnh_sát cứu gia_đình thắng kéo chạy logia đường thoát chuồng cọp ném chăn ướt mái tôn cạnh thắng ôm chặt gái nhảy tầng tầng gia_đình trung_chủ_động phá lan_can thoát mái tầng hàng_xóm thang thắp hương tầng gia_đình bé huy_minh khăn ướt che miệng mũi chờ cứu_hộ bố kêu cứu phòng mẹ dặn cứu hỏa cửa_sổ gọi bế sợ_hãi bé chăm_sóc trung_tâm nhi_khoa bố_mẹ nằm trung_tâm a_bệnh_viện_bạch_mai phạm_quốc_việt đội sơ_cứu fas_angel h hai xe cứu_thương hiện_trường cứu nạn thắng nhảy tầng chung_cư ôm cánh_tay_trái bó bột tất_tả phòng chăm_sóc bệnh_nhi bệnh_viện_bạch_mai trai gái hành_lang_ngóng gái vợ chấn_thương đốt sống cổ lưng cấp_cứu bệnh_viện_xanh_pôn bố_mẹ anh_em thắng chia bệnh_viện thông_tin cháu gái chục bệnh_viện quỳnh_bố vợ thắng khóc liên_tục cầu_trời cháu tai nạn phạm_chiểu hồng_chiêu
3,2023-9-13,56 người chết trong vụ cháy chung cư mini - VnExpress,tử_vong xác_định danh_tính bị_thương công_an_hà_nội toàn_bộ học_sinh nạn học trường địa_bàn quận_thanh_xuân vụ cháy thương_vong vụ cháy trung_tâm thương_mại quốc_tế itc tp_hcm tử_vong bị_thương chung_cư phép tầng xây tầng cơ_quan_chức_năng chủ nghiêm_quang_minh trú_quận_cầu_giấy sai_phạm giấy_phép xây_dựng ubnd_quận_thanh_xuân xây tầng lửng tum tổng chiều tum_thang diện_tích sàn đặng_hồng_thái_nguyên phó chủ_tịch ubnd_quận_thanh_xuân ký quyết_định phép xây_dựng công_trình hai văn_bản phát_hiện sai_phạm quyết_định cưỡng_chế giao_phường_khương_đình kiểm_tra thái chủ chung_cư mini_nghiêm_quang_minh khởi_tố tạm giam tội vi_phạm quy_định phòng cháy chữa_cháy bộ_luật_hình_sự đám cháy chung_cư ngách phố khương hạ_quận_thanh_xuân xảy h bị_thương cứu_chữa bệnh_viện hà_nội bạch_mai tiếp_nhận nạn_nhân bình_dương quán karaoke bốc cháy thiệt_mạng vụ hỏa_hoạn chung_cư carina tp_hcm thiệt_mạng bị_thương quán karaoke phố trần_thái_tông cầu_giấy bốc cháy tử_vong
1,2023-9-13,Hai cựu phó chủ tịch Thanh Hóa bị xóa tư cách chức vụ - VnExpress,quyết_định kỷ_luật hành_chính thủ_tướng thi_hành kỷ_luật quyền thìn hai quyền thìn ban_bí_thư chức_vụ đảng thủ_tướng cảnh_cáo hai cựu phó chủ_tịch tỉnh thanh_hóa nguyễn_ngọc_hồi nguyễn_đức_quyền mai xuân_liêm phó chủ_tịch tỉnh_thanh_hóa khiển_trách hai ủy ban kiểm_tra trung_ương cảnh_cáo nguyễn_đức_quyền nguyễn_ngọc_hồi ban cán_sự đảng_ubnd_tỉnh_thanh_hóa nhiệm_kỳ mai xuân_liêm khiển_trách đảng_đoàn hđnd_tỉnh_thanh_hóa nhiệm_kỳ hai thủ_tướng xóa tư_cách chức_vụ cựu chủ_tịch phó chủ_tịch tỉnh thanh_hóa nguyễn_đình_xứng vi_phạm công_tác thứ_trưởng giao_thông vận_tải lê anh_tuấn thủ_tướng khiển_trách vi_phạm chức phó chủ_tịch tỉnh_thanh_hóa chính_trị ban_bí_thư ban_thường_vụ_tỉnh_ủy_thanh_hóa nhiệm_kỳ vi_phạm nguyên_tắc tập_trung_dân_chủ quy_định đảng_pháp_luật nhà_nước quy_chế làm_việc ban thường_vụ tỉnh ủy_thanh hóa hai nhiệm_kỳ chủ_trương đầu_tư quy_hoạch điều_chỉnh quy_hoạch dự_án đất tập_đoàn_flc chủ_trương phê_duyệt dự_án đầu_tư công đề_án thành_phố thông_minh vi_phạm quản_lý đất dự_án hạc_thành_tower công_tác cán_bộ lãnh_đạo kê_khai công_khai tài_sản thu_nhập ban_thường_vụ_tỉnh_ủy_thanh_hóa hai nhiệm_kỳ nêu trách_nhiệm buông_lỏng lãnh_đạo chỉ_đạo kiểm_tra giám_sát đảng_đoàn hđnd tỉnh ban cán_sự đảng ubnd tỉnh tổ_chức vi_phạm quy_định đảng_pháp_luật nhà_nước vi_phạm ban_thường_vụ_tỉnh_ủy_thanh_hóa nhiệm_kỳ hậu_quả nghiêm_trọng khắc_phục thiệt_hại nguy_cơ thiệt_hại ngân_sách nhà_nước cán_bộ đảng_viên vi_phạm kỷ_luật hình_sự dư_luận xấu xã_hội uy_tín tổ_chức đảng chính_quyền địa_phương
6,2023-9-13,Hành khách định mang đạn lên máy bay - VnExpress,nam hành_khách sống bắc liêm hà_nội chuyến bay hà_nội pleiku phát_hiện vụ_việc cảng_vụ hàng_không miền bắc an_ninh hàng_không lập biên_bản từ_chối bay hành_khách bàn_giao vụ_việc đồn_công_an_sân_bay_quốc_tế_nội_bài quy_định khu_vực soi_chiếu sảnh_a sân_bay_tân_sơn_nhất nhân_viên an_ninh hàng_không phát_hiện hành_lý xách nam hành_khách viên đạn nguyên hạt nổ lực_lượng an_ninh cách_ly hành_khách vật_phẩm lập biên_bản từ_chối hành_khách chuyến bay tp hcm hà_nội h cảng_hàng_không quốc_tế tân_sơn bàn_giao hành_khách tang_vật đồn công_an cảng_hàng_không quốc_tế
