post_id,text,timestamp,time,user_id,location,person,organization,doc_ner
658338783083641,"Mình xin in4 mấy bạn hát bài Lạ lùng ở C9 tối nay với ạ, mong có một lần được hát cùng mấy bạn🥰",1699718632.0,2023-11-11 23:03:52,659767069611450,[],[],[],
657853546465498,Mn cho em xin ý kiến review về hệ vhvl nghành cntt của học viện bưu chính viễn thông với ạ,1699631207.0,2023-11-10 22:46:47,100069580320812,[],[],['học viện bưu chính viễn thông'],Mn cho em xin ý kiến review về hệ vhvl nghành cntt của học_viện_bưu_chính_viễn_thông với ạ
658289936421859,"Xin in4 bạn hát ""Một đêm say"" ở sân C9 - mình bị mê giọng hát cậu mất rồi phải làm sao phải làm sao 👉👈",1699711918.0,2023-11-11 21:11:58,350208027508510,['sân C ##9'],[],[],"Xin in4 bạn hát ""Một đêm say"" ở sân C9 - mình bị mê giọng hát cậu mất rồi phải làm sao phải làm sao 👉👈"
658220993095420,"Có bạn nào năm nhất học cntt hay khmt đi sk này không
đi chung với",1699701667.0,2023-11-11 18:21:07,1658380141327770,[],[],[],
658120963105423,Malibu đã đồng hóa chúng tôi thế nào 😌,1699682633.0,2023-11-11 13:03:53,2014642888888241,['Malibu'],[],[],malibu đã đồng hóa chúng tôi thế nào 😌
658178783099641,"700+ TOEIC KHÓ? CÓ ZENLISH LO 😎
📍 ""Dân Công nghệ"" ngoài đổi điểm ra thì ngoại ngữ là điều rất cần thiết cho việc học và đọc tài liệu để áp dụng. Vì thế, sinh viên PTIT thường đặt mục tiêu cao khi học tiếng Anh.Xem thêm
🌱 120 chứng chỉ 700+ Toeic trong tháng 10, chiếm hơn 50% tổng số chứng chỉ đã giúp Zenlish vững vàng hơn trên con đường giúp các bạn học viên nói chung và các bạn sinh viên PTIT nói riêng đạt mục tiêu ngoại ngữ.
🌱Còn chần chờ gì nữa mà không đăng ký học ngay để kịp có chứng chỉ ra trường nào. 🥰

Chi tiết tham khảo tại : https://bom.so/ld7mTz

-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\

ZENLISH - TOEIC 4 KỸ NĂNG SỐ 1 HÀ NỘI

Zenlish tự hào là trung tâm có nhiều học viên đạt chứng chỉ quốc tế nhất Hà Nội năm 2022 & 2023

☎️Hotline: 0988 202 904

🏢Cơ sở 1: Số 9/25, ngõ 629 Kim Mã, Ba Đình, Hà Nội

🏢Cơ sở 2: Số 5, ngõ 128 phố Vọng, Hai Bà Trưng, Hà Nội

🏢Cơ sở 3: Số 56, ngõ 54 Nguyễn Khuyến, Văn Quán, Hà Đông

🏢Cơ sở 4: Số 41 Tây Sơn, Đống Đa, Hà Nội

🏢Cơ sở 5: Số 44 Nguyễn Hoàng, Nam Từ Liêm, Hà Nội

🌐 Website: https://zenlishtoeic.vn/

#Zenlish
#ZenlishHocTOEIC1LanLaDat
#toeic4kynang",1699694239.0,2023-11-11 16:17:19,100042024003239,['Hà Nội'],[],['PTIT'],"Vì thế, sinh viên ptit thường đặt mục tiêu cao khi học tiếng Anh.Xem thêm
🌱 120 chứng chỉ 700+ Toeic trong tháng 10, chiếm hơn 50% tổng số chứng chỉ đã giúp Zenlish vững vàng hơn trên con đường giúp các bạn học viên nói chung và các bạn sinh viên ptit nói riêng đạt mục tiêu ngoại ngữ. 🥰

Chi tiết tham khảo tại : https://bom.so/ld7mTz

-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\

ZENLISH - TOEIC 4 KỸ NĂNG SỐ 1 HÀ NỘI

Zenlish tự hào là trung tâm có nhiều học viên đạt chứng chỉ quốc tế nhất hà_nội năm 2022 & 2023

☎️Hotline: 0988 202 904

🏢Cơ sở 1: Số 9/25, ngõ 629 Kim Mã, Ba Đình, hà_nội

🏢Cơ sở 2: Số 5, ngõ 128 phố Vọng, Hai Bà Trưng, hà_nội

🏢Cơ sở 3: Số 56, ngõ 54 Nguyễn Khuyến, Văn Quán, Hà Đông

🏢Cơ sở 4: Số 41 Tây Sơn, Đống Đa, hà_nội

🏢Cơ sở 5: Số 44 Nguyễn Hoàng, Nam Từ Liêm, hà_nội

🌐 Website: https://zenlishtoeic.vn/

#Zenlish
#ZenlishHocTOEIC1LanLaDat
#toeic4kynang"
658120063105513,"Cho iemmm xin in4 tiểu đội trưởng tiểu đội 55 trung đội 19, nhìn anh đẹp trai voãi ofooooo :33 em gục ngã trước vẻ kute của a mất ùiiiiiiii :33 ( em là trai nha anh :3)",1699682427.0,2023-11-11 13:00:27,642690311400750,[],[],['trung đội'],"Cho iemmm xin in4 tiểu đội trưởng tiểu đội 55 trung_đội 19, nhìn anh đẹp trai voãi ofooooo :33 em gục ngã trước vẻ kute của a mất ùiiiiiiii :33 ( em là trai nha anh :3)"
658148606435992,"Mình đang tìm bạn ghép nhóm để giảm học phí Tiếng anh, bạn nào muốn ghép nhóm liên hệ mình. Các anh chị nào biết trung tâm nào rv cho em với.",1699688360.0,2023-11-11 14:39:20,743649184473264,[],[],[],"Mình đang tìm bạn ghép nhóm để giảm học phí tiếng_anh, bạn nào muốn ghép nhóm liên hệ mình."
658193506431502,"📌[MALIBU]📌

Thấy nhiều bạn bị rách túi khi đi học quá
Ghé 407 C8 nhé, chỉ 3k thôi
Rủ nhau mua từ 4 cái trở lên😉",1699696896.0,2023-11-11 17:01:36,100049552389347,[],[],[],
657789449805241,ai có khoá ctdl và gt của 28tech ko ạ . pass lại cho mình với,1699622380.0,2023-11-10 20:19:40,210203092104794,[],[],[],
656514143266105,C0 nghỉ quá bao nhiêu buổi thì bị cấm thi ạ,1699412365.0,2023-11-08 09:59:25,1567616764046714,[],[],[],
657364003181119,"Cho mình xin in4 bạn tiểu đội trưởng trung đội 21 được không ạ mình đổ trước vẻ đẹp của bn í ròiii😢
#ad_duyet_bai_ie
m_dii",1699551503.0,2023-11-10 00:38:23,61550575086924,[],[],[],
658090289775157,Lễ độc thân nhưng chúng tôi không cô đơn,1699676535.0,2023-11-11 11:22:15,100033652758220,[],[],[],
657654433152076,Anh em đã sẵn sàng săn điểm rèn luyện chưa 💪😁,1699602044.0,2023-11-10 14:40:44,100042024003239,[],[],[],
657797826471070,Bạn nào bỏ quên ở giảng đường 104,1699623591.0,2023-11-10 20:39:51,3197306553909966,[],[],[],
657820389802147,"Mng ơi mình nãy chơi ma chó có bỏ quên 1 đôi dép màu xám ở sân c7,do tập trung lúc 8h vội quá nên bỏ ấy quên mất. Ai thấy mà nhặt được cmt hoặc ib mình với ạ",1699626491.0,2023-11-10 21:28:11,100041330634250,['M ##ng c ##7'],[],[],"Mng ơi mình nãy chơi ma chó có bỏ quên 1 đôi dép màu xám ở sân c7,do tập trung lúc 8h vội quá nên bỏ ấy quên mất."
658083183109201,Ai làm rơi lên 509 c8 chuộc bằng 1 bình nước nhé,1699675177.0,2023-11-11 10:59:37,186683887827320,[],[],[],
657631243154395,"Sợ quá
K299 malibu
Anh em nào đợt này về có người yêu cẩn thận
Người hàng xóm kiến trúc ạ 😆😆😵‍💫
Chụp thiếu 13/10/2023",1699597540.0,2023-11-10 13:25:40,1542943823168960,[],[],[],
657587649825421,Recap một số hình ảnh tại khu quân sự Xuho cho anh em,1699588821.0,2023-11-10 11:00:21,100042024003239,['Xu ##ho'],[],[],Recap một số hình ảnh tại khu quân sự Xuho cho anh em
657996376451215,Bn nào để quên ở 104 giảng đường thì lên 509 C8 nhận lại nhé:>,1699657939.0,2023-11-11 06:12:19,2615871438580877,[],[],[],
657682916482561,"Xin in4 2 bạn 👱🏻‍♀️ này ạ
Mik cảm ơn ạ 🫶",1699607767.0,2023-11-10 16:16:07,1005872730531579,[],['Mik'],[],"Xin in4 2 bạn 👱🏻‍♀️ này ạ
mik cảm ơn ạ 🫶"
657824463135073,"Mọi người ơi, cho em hỏi học quân sự có phải học buổi tối không ạ:((",1699627103.0,2023-11-10 21:38:23,6610421532346419,[],[],[],
657833699800816,"Mng ơi, máy này h bán thì đc khoảng bao nhiêu ạ. Máy hỏng pin ạ.
Với cả mng có thể recommend cho e máy nào ok để học TTĐPT kh ạ (tc<20tr). Em k chơi game ạ.",1699628314.0,2023-11-10 21:58:34,161406823723489,[],['M'],[],"mng ơi, máy này h bán thì đc khoảng bao nhiêu ạ."
657653859818800,Ai tìm tiểu đội trưởng 21 z😗,1699601929.0,2023-11-10 14:38:49,846201497175801,[],[],[],
657823786468474,Trường có chỗ nào để xe oto dành cho sinh viên không nhỉ😀 chứ em đi bộ đi học mệt quá..,1699626980.0,2023-11-10 21:36:20,977460853462829,[],[],[],
657827813134738,Lúc nãy đi trực về mình nhầm tầng nên trêu nhầm 2 phòng😓Mong các đồng chí bỏ qua ạ😭,1699627561.0,2023-11-10 21:46:01,731963568758834,[],[],[],
656501566600696,"Chào mọi người. Mình đi quân sự đợt 2 nên muốn xin một vài gợi ý ạ.
-Cách chia phòng như thế nào?
-Nên mang những gì (thuốc, đồ ăn,…)
-Điều kiện về tóc (mình tóc ngắn hơi xoăn chút)
Cảm ơn mọi người!!",1699409947.0,2023-11-08 09:19:07,2064515690664314,[],[],[],
657801503137369,Ai biết in4 bạn dancer p209 c9 mọi người bảo bạn nhảy bài gánh mẹ đỉnh còn đz,1699624215.0,2023-11-10 20:50:15,1407427356793486,[],[],[],
657798296471023,Anh chị khoá trước ai có đề GT1 giữa kì cô Dung không ạ? Cho em xin với ☺️,1699623663.0,2023-11-10 20:41:03,666339348741924,[],['Dung'],[],Anh chị khoá trước ai có đề GT1 giữa kì cô dung không ạ?
657712723146247,Xin in4 tiểu đội trưởng 60 đz ( ngơ ngơ cute ),1699612995.0,2023-11-10 17:43:15,988538959118420,[],[],[],
656674993250020,Bạn nam nào giặt đồ ở c6 mà mất quần lót qua phòng 410 c9 nhận lại nha 😁,1699442289.0,2023-11-08 18:18:09,100008368831608,[],[],[],
657770953140424,Bạn nào lấy nhầm bộ quân phục có chữ Phong 407 C9 ở chỗ mác quần áo không ạ,1699620685.0,2023-11-10 19:51:25,1584997778572485,[],[],[],
657723149811871,"Ngưng duyệt các bài xin intu tại malibu đợt 1 🤕
Chi tiết cmt xuống đây",1699614715.0,2023-11-10 18:11:55,100042024003239,[],[],[],
657731869810999,Cho mình hỏi đề thi QPAN 40 mã là khác nhau hoàn toàn hay là chỉ đổi vị trí câu đi từ 1 đề thôi ạ?,1699616144.0,2023-11-10 18:35:44,1672544569906295,[],[],[],
657602976490555,"Trưa nay đi ăn cơm bạn nữ bạn cán bộ đại đội có giọng ""dễ nghe"" thế nhỉ😀 Ai có in4 bạn này cho tôi xin làm quen",1699591701.0,2023-11-10 11:48:21,678978030880929,[],[],[],
657262573191262,"Thôi nào các đồng chí malibu K300, đừng đăng bài xin in4 bạn tóc đỏ nữa, làm phiền ngta thế đủ rồi. Mọi người thử đặt mình vào tình huống của bạn xem, mình thấy chuyện này đi quá xa rồi. Lúc đầu chỉ thấy 1,2 bạn đăng giờ thì đi đâu cũng thấy cảm giác cứ bị lố ý. Cũng không có ý chỉ trích ai cả, đây chỉ là ykr thôi.",1699542368.0,2023-11-09 22:06:08,100032893165524,[],[],[],
657253049858881,"Ae tránh ra bạn tóc đỏ của tôi @H
🤣🤣",1699541418.0,2023-11-09 21:50:18,309826671846931,[],['Ae'],[],"ae tránh ra bạn tóc đỏ của tôi @H
🤣🤣"
657602896490563,Pass quần áo thể dục size XXL đồ như mới(50k) ai quan tâm . mình ib,1699591681.0,2023-11-10 11:48:01,355388900312098,[],[],[],
657568806493972,Mọi người cho em hỏi trường có xét tuyển nghành cntt hệ vhvl nữa không ạ,1699585152.0,2023-11-10 09:59:12,100069580320812,[],[],[],
657020366548816,xin review kiểm tra gki toán cc thầy dương ạ!!!🥹🥹,1699505542.0,2023-11-09 11:52:22,1671060026739899,[],[],[],
657657726485080,"Anh em tim và cmttt cho CLB VHNT tại IT FEST nào 💪🤫

FPT Software Academy
10 tháng 11 lúc 14:35 ·

Học viện Công nghệ Bưu chính Viễn thông - ĐỘI THI CULART

💎 Bình chọn tiết mục được yêu thích nhất tại 𝐈𝐓 𝐅𝐄𝐒𝐓 - 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐲 𝐃𝐚𝐧𝐜𝐞 𝐂𝐨𝐦𝐩𝐞𝐭𝐢𝐭𝐢𝐨𝐧 tại đây.

🌟 Đội thi được yêu thích nhất tại IT FEST - University DanceXem thêm Competition năm nay sẽ nhận được những phần quà vô cùng hấp dẫn cùng GIẢI THƯỞNG TRỊ GIÁ 5.000.000Đ. Hãy bình chọn cho đội thi bạn yêu thích nhất bằng cách thức sau:
💠 CÁCH THỨC BÌNH CHỌN
B1: Like và follow fanpage FPT Software Academy
B2: Tương tác bằng cách like, share video ở chế độ Công khai

✨ Ngoài ra, điểm tổng của vòng bình chọn sẽ chiếm 30% điểm chung cuộc của toàn bộ cuộc thi.

💠 LƯU Ý:
- Thứ tự xếp hạng theo tổng lượt tiếp cận và tương tác.
- Mọi hành vi gian lận, hack… Xem thêm",1699602630.0,2023-11-10 14:50:30,100042024003239,[],[],"['Học viện Công nghệ Bưu chính Viễn thông', 'FPT Software Academy']","Anh em tim và cmttt cho CLB VHNT tại IT FEST nào 💪🤫

FPT Software Academy
10 tháng 11 lúc 14:35 ·

học_viện_công_nghệ_bưu_chính_viễn_thông - ĐỘI THI CULART

💎 Bình chọn tiết mục được yêu thích nhất tại 𝐈𝐓 𝐅𝐄𝐒𝐓 - 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐲 𝐃𝐚𝐧𝐜𝐞 𝐂𝐨𝐦𝐩𝐞𝐭𝐢𝐭𝐢𝐨𝐧 tại đây. 🌟 Đội thi được yêu thích nhất tại IT FEST - university_danceXem thêm Competition năm nay sẽ nhận được những phần quà vô cùng hấp dẫn cùng GIẢI THƯỞNG TRỊ GIÁ 5.000.000Đ. Hãy bình chọn cho đội thi bạn yêu thích nhất bằng cách thức sau:
💠 CÁCH THỨC BÌNH CHỌN
B1: Like và follow fanpage fpt_software_academy
B2: Tương tác bằng cách like, share video ở chế độ Công khai

✨ Ngoài ra, điểm tổng của vòng bình chọn sẽ chiếm 30% điểm chung cuộc của toàn bộ cuộc thi."
657001959883990,"Xin in tư bạn mặc áo khoác Đan Phượng hôm nay ở 403-A3 ạ. Mà trường mình có nhiều ĐP không ạ, chấm xuống đi mình làm quen =)))",1699501954.0,2023-11-09 10:52:34,818949920024388,[],['Đan Phượng'],[],Xin in tư bạn mặc áo khoác đan_phượng hôm nay ở 403-A3 ạ.
657557869828399,Mấy bạn học Course 0 tiếng anh cho t xin rv về TK ED với,1699583202.0,2023-11-10 09:26:42,745203374113395,[],[],[],Mấy bạn học Course 0 tiếng_anh cho t xin rv về TK ED với
657587653158754,"Bùi Nhật Mai‎D23 Học Viện Công Nghệ Bưu Chính Viễn Thông Hà Nội (PTIT)
10 tháng 11 lúc 11:00 ·
Tùy chọn khác",1699588821.0,2023-11-10 11:00:21,100042024003239,[],[],['PTIT'],"Bùi Nhật Mai‎D23 Học Viện Công Nghệ Bưu Chính Viễn Thông Hà Nội (ptit)
10 tháng 11 lúc 11:00 ·
Tùy chọn khác"
657287916522061,Oke t là tóc đỏ được chưa,1699544884.0,2023-11-09 22:48:04,1233870217280263,[],[],[],
657587666492086,"Bùi Nhật Mai‎D23 Học Viện Công Nghệ Bưu Chính Viễn Thông Hà Nội (PTIT)
10 tháng 11 lúc 11:00 ·
Tùy chọn khác",1699588821.0,2023-11-10 11:00:21,100042024003239,[],[],['PTIT'],"Bùi Nhật Mai‎D23 Học Viện Công Nghệ Bưu Chính Viễn Thông Hà Nội (ptit)
10 tháng 11 lúc 11:00 ·
Tùy chọn khác"
657587656492087,"Bùi Nhật Mai‎D23 Học Viện Công Nghệ Bưu Chính Viễn Thông Hà Nội (PTIT)
10 tháng 11 lúc 11:00 ·
Tùy chọn khác",1699588821.0,2023-11-10 11:00:21,100042024003239,[],[],['PTIT'],"Bùi Nhật Mai‎D23 Học Viện Công Nghệ Bưu Chính Viễn Thông Hà Nội (ptit)
10 tháng 11 lúc 11:00 ·
Tùy chọn khác"
657287359855450,Top những thứ bí ẩn tại Malibu lúc này: intu bạn tóc đỏ,1699544847.0,2023-11-09 22:47:27,100042024003239,['Malibu'],[],[],Top những thứ bí ẩn tại malibu lúc này: intu bạn tóc đỏ
655605363356983,Trung bình sinh viên Thanh Hoá khi lên Hà Nội học:,1699242306.0,2023-11-06 10:45:06,100042024003239,['Hà Nội'],[],[],Trung bình sinh viên Thanh Hoá khi lên hà_nội học:
656373653280154,"Xin in4 bạn nữ tóc đỏ đeo kính đi quân sự đợt này với .
Định tự mò mà mãi không thấy.",1699382582.0,2023-11-08 01:43:02,307580118835272,[],[],[],
655294606721392,Top1 điều thú vị cần phải trải nghiệm ở Malibu:,1699195719.0,2023-11-05 21:48:39,100037648460053,['Malibu'],[],[],Top1 điều thú vị cần phải trải nghiệm ở malibu:
657248853192634,"Đi xuống cầu thang chợt bắt gặp ánh mắt của bạn nữ bước ra từ phòng 106.. lúc đó đã biết bạn là người đó của mình. Bạn ấy mặc chiếc áo phông màu be có kẻ đen nhìn siêu dễ thương, ai có in4 bản cho mình xin với ạ !!!
>////<",1699540979.0,2023-11-09 21:42:59,1006513807321038,[],[],[],
657571343160385,Mọi ng cho mink hỏi ở ao sen có chỗ nào chụp ảnh thẻ k nhỉ😥,1699585670.0,2023-11-10 10:07:50,852058366495162,[],[],[],
657151253202394,"Nay đi ăn cơm em bị ngta cướp mất đồ
Cụ thể là mất trái tym này ạ
Ai có in4 bạn tóc đỏ cute cho em xin vớii",1699531228.0,2023-11-09 19:00:28,668480865391890,[],[],[],
657555806495272,anh chị ơi em sắp đi thi Toeic để đổi điểm T12 thì em nên luyện ets nào ạ em thấy có nhiều ets quá,1699582817.0,2023-11-10 09:20:17,3417923275086248,[],[],[],
657473523170167,Chữ người tử tù 😞,1699568322.0,2023-11-10 05:18:42,100034571955013,[],[],[],
657264889857697,"Đề nghị đồng chí 👩🔴 bớt xinh lại
Thầy 📣nghiêm nhìn trước thẳng mà mọi người toàn 👀 👉👩‍🦰thoii🤦‍♂️",1699542617.0,2023-11-09 22:10:17,894589028849355,[],[],[],
657241969859989,"Em đi quân sự về rồi học toeic thì có kịp đổi điểm cho t1 hay không ạ, em mất gốc muốn đổi luôn 4 học phần anh chị cho em rv với",1699540281.0,2023-11-09 21:31:21,268579412342554,[],[],[],
657275579856628,"Thấy mn cứ xin in tư bạn nữ tóc đỏ nào ấy, còn mình thì cần xin in tư bạn nữ đá cầu.. dạo này cứ lén ra sân nhìn mà không thấy bạn ấy đâu :< tương tư mất rồi 😓",1699543644.0,2023-11-09 22:27:24,981660326277280,[],[],[],
656053756645477,Cho em xin cách xử lí thông minh nhất khi bị trai IT cắm sừng ạ 🙂 em đang rất mất bình tĩnh đây mọi người ơi,1699327349.0,2023-11-07 10:22:29,2141715466177508,[],[],[],
656595399924646,"anh chị ơi em đang tìm việc sau đi quân sự về có chị này tự nhiên nhắn với em ntn, em có nên đi làm ở đây k ạ, anh chị cho em xin rv với",1699427960.0,2023-11-08 14:19:20,3635137746768211,[],[],[],
656755966575256,Đã thử cả 3 nhưng vẫn chưa có bồ :) chắc do cơ địa,1699454371.0,2023-11-08 21:39:31,100042024003239,[],[],[],
657212823196237,"Mọi người ơi cho em xin review về ktx trường mình với ạ
Tiện cho em xin phương thức đăng kí
Em cảm ơn",1699537486.0,2023-11-09 20:44:46,728546629122105,[],[],[],
